group,unknown_class,cifar100_test_index,row,predicted_class,score_u,threshold_tau,margin_tau_minus_u,max_softmax_prob,a_priori_semantic_neighbour,your_judgement
near,wolf,6433,518,cat,-8.623004913330078,-5.780368304252624,2.842636609077454,0.9976558863807625,plausible,
far,bowl,3304,1073,bird,-8.621404647827148,-5.780368304252624,2.8410363435745243,0.9936543552262825,surprising,
far,wardrobe,6161,1299,truck,-8.618785858154297,-5.780368304252624,2.8384175539016727,0.9988378318772295,surprising,
near,leopard,5905,477,frog,-8.61375904083252,-5.780368304252624,2.8333907365798954,0.999032047233571,surprising,
near,leopard,8334,666,frog,-8.613430976867676,-5.780368304252624,2.8330626726150516,0.9989948170436145,surprising,
near,camel,2712,200,horse,-8.610562324523926,-5.780368304252624,2.8301940202713016,0.9965744364676398,plausible,
near,wolf,2219,170,dog,-8.609770774841309,-5.780368304252624,2.8294024705886844,0.9973414023790654,plausible,
near,camel,6475,522,horse,-8.60790729522705,-5.780368304252624,2.8275389909744266,0.9989675384916936,plausible,
near,pickup_truck,796,60,truck,-8.605147361755371,-5.780368304252624,2.824779057502747,0.9972977611226133,plausible,
near,wolf,632,45,cat,-8.593989372253418,-5.780368304252624,2.813621068000794,0.9985690901280534,plausible,
near,fox,7924,633,dog,-8.58617115020752,-5.780368304252624,2.8058028459548954,0.971688834124914,plausible,
near,pickup_truck,1327,102,automobile,-8.584421157836914,-5.780368304252624,2.80405285358429,0.997881952317238,plausible,
near,fox,8405,669,deer,-8.576617240905762,-5.780368304252624,2.7962489366531376,0.9972882673257373,plausible,
near,fox,1498,117,cat,-8.569979667663574,-5.780368304252624,2.78961136341095,0.9969034543615614,plausible,
far,keyboard,6510,1337,truck,-8.569162368774414,-5.780368304252624,2.78879406452179,0.9981752809317854,surprising,
near,tractor,2123,162,truck,-8.565539360046387,-5.780368304252624,2.7851710557937626,0.9991170526470359,plausible,
far,wardrobe,4208,1149,truck,-8.55571460723877,-5.780368304252624,2.7753463029861454,0.9946842242255047,surprising,
far,wardrobe,363,833,truck,-8.555227279663086,-5.780368304252624,2.774858975410462,0.9979525920003195,surprising,
far,bowl,3952,1127,dog,-8.546821594238281,-5.780368304252624,2.766453289985657,0.9972102271496471,surprising,
near,wolf,9942,795,dog,-8.543088912963867,-5.780368304252624,2.762720608711243,0.9990294802300542,plausible,
near,leopard,6924,546,frog,-8.530889511108398,-5.780368304252624,2.7505212068557743,0.9991753499918181,surprising,
far,chair,2470,1005,airplane,-8.517510414123535,-5.780368304252624,2.737142109870911,0.998393502332272,surprising,
far,chair,9600,1575,airplane,-8.511770248413086,-5.780368304252624,2.731401944160462,0.9980525431041034,surprising,
near,bus,3755,273,truck,-8.511697769165039,-5.780368304252624,2.731329464912415,0.998675056203684,plausible,
far,chair,6245,1312,airplane,-8.506752967834473,-5.780368304252624,2.7263846635818485,0.9989189770139736,surprising,
far,bowl,2302,993,frog,-8.506658554077148,-5.780368304252624,2.7262902498245243,0.9984742875872215,surprising,
far,bowl,6079,1289,dog,-8.491608619689941,-5.780368304252624,2.7112403154373172,0.9986363717614466,surprising,
near,wolf,2842,209,cat,-8.488581657409668,-5.780368304252624,2.708213353157044,0.998626330143554,plausible,
far,keyboard,6543,1340,truck,-8.477357864379883,-5.780368304252624,2.6969895601272587,0.9941796141205658,surprising,
near,camel,6616,531,dog,-8.47270393371582,-5.780368304252624,2.692335629463196,0.9979658288228342,surprising,
near,wolf,6132,493,dog,-8.465780258178711,-5.780368304252624,2.685411953926087,0.9853639209058646,plausible,
far,chair,2086,973,airplane,-8.459365844726562,-5.780368304252624,2.6789975404739383,0.9974086946550363,surprising,
near,pickup_truck,2321,174,automobile,-8.445334434509277,-5.780368304252624,2.664966130256653,0.9991253867257264,plausible,
near,pickup_truck,1212,93,automobile,-8.444457054138184,-5.780368304252624,2.6640887498855594,0.9981884293351315,plausible,
far,bowl,8590,1498,dog,-8.436840057373047,-5.780368304252624,2.6564717531204227,0.9981411646109354,surprising,
near,camel,1572,122,deer,-8.434226989746094,-5.780368304252624,2.6538586854934696,0.9988350854944612,plausible,
far,sunflower,611,851,dog,-8.425530433654785,-5.780368304252624,2.645162129402161,0.9946782896170524,surprising,
far,clock,618,853,ship,-8.420332908630371,-5.780368304252624,2.639964604377747,0.9981125953237568,surprising,
far,mushroom,1138,899,bird,-8.411643028259277,-5.780368304252624,2.631274724006653,0.9968870171392106,surprising,
far,wardrobe,4933,1202,truck,-8.402297019958496,-5.780368304252624,2.621928715705872,0.9952601362011343,surprising,
near,tractor,3532,251,truck,-8.397716522216797,-5.780368304252624,2.6173482179641727,0.9989465694510428,plausible,
far,chair,4847,1195,bird,-8.391743659973145,-5.780368304252624,2.6113753557205204,0.9983136640205005,surprising,
far,chair,6233,1308,airplane,-8.38723087310791,-5.780368304252624,2.606862568855286,0.9980270091034555,surprising,
far,mushroom,3502,1093,frog,-8.373844146728516,-5.780368304252624,2.5934758424758915,0.997007886071543,surprising,
near,leopard,5231,414,frog,-8.35047721862793,-5.780368304252624,2.5701089143753055,0.9937228788423026,surprising,
near,wolf,9768,779,cat,-8.346883773803711,-5.780368304252624,2.566515469551087,0.9985538693742938,plausible,
near,pickup_truck,36,2,truck,-8.344159126281738,-5.780368304252624,2.563790822029114,0.9941652835631016,plausible,
near,fox,8762,702,cat,-8.330159187316895,-5.780368304252624,2.5497908830642704,0.9923465509821426,plausible,
near,fox,1133,87,deer,-8.303765296936035,-5.780368304252624,2.523396992683411,0.9984877452939475,plausible,
far,keyboard,8406,1482,airplane,-8.303122520446777,-5.780368304252624,2.522754216194153,0.992381363245536,surprising,
near,camel,8604,685,deer,-8.303044319152832,-5.780368304252624,2.522676014900208,0.9958221130937944,plausible,
far,bottle,5981,1278,cat,-8.298246383666992,-5.780368304252624,2.517878079414368,0.9939911430725069,surprising,
far,wardrobe,8740,1509,cat,-8.292671203613281,-5.780368304252624,2.512302899360657,0.9987014690983931,surprising,
near,bus,3887,285,truck,-8.28922176361084,-5.780368304252624,2.5088534593582157,0.9971364387617321,plausible,
near,leopard,3104,226,cat,-8.274556159973145,-5.780368304252624,2.4941878557205204,0.9946836779353687,plausible,
near,fox,3605,258,dog,-8.263191223144531,-5.780368304252624,2.482822918891907,0.9981227954528072,plausible,
far,bowl,6804,1367,frog,-8.2595796585083,-5.780368304252624,2.4792113542556766,0.9958695494483216,surprising,
far,wardrobe,220,823,truck,-8.258694648742676,-5.780368304252624,2.4783263444900516,0.9949713659194463,surprising,
near,tractor,6807,542,truck,-8.243613243103027,-5.780368304252624,2.463244938850403,0.9979693170821055,plausible,
far,chair,2965,1043,airplane,-8.240328788757324,-5.780368304252624,2.4599604845047,0.9983669589003457,surprising,
near,wolf,4602,348,dog,-8.23992919921875,-5.780368304252624,2.459560894966126,0.9874901727031258,plausible,
near,fox,4277,315,dog,-8.234498023986816,-5.780368304252624,2.4541297197341922,0.9981399965982793,plausible,
far,wardrobe,647,857,cat,-8.225666999816895,-5.780368304252624,2.4452986955642704,0.9951213588057491,surprising,
near,leopard,6055,487,cat,-8.215465545654297,-5.780368304252624,2.4350972414016727,0.995320653751044,plausible,
near,bus,5920,480,truck,-8.211134910583496,-5.780368304252624,2.430766606330872,0.9973214998842939,plausible,
near,pickup_truck,1491,116,automobile,-8.203502655029297,-5.780368304252624,2.4231343507766727,0.9986202778098657,plausible,
near,fox,669,49,deer,-8.192777633666992,-5.780368304252624,2.412409329414368,0.9601563554384839,plausible,
near,fox,351,28,cat,-8.188393592834473,-5.780368304252624,2.4080252885818485,0.9918668865720603,plausible,
near,tractor,4404,330,truck,-8.18824577331543,-5.780368304252624,2.4078774690628055,0.9985565774103154,plausible,
far,clock,6841,1370,ship,-8.184304237365723,-5.780368304252624,2.4039359331130985,0.996897428842587,surprising,
near,pickup_truck,7559,601,automobile,-8.181565284729004,-5.780368304252624,2.4011969804763797,0.9983984063185105,plausible,
far,wardrobe,6413,1325,truck,-8.174432754516602,-5.780368304252624,2.3940644502639774,0.9700780540014977,surprising,
near,leopard,2570,190,cat,-8.165749549865723,-5.780368304252624,2.3853812456130985,0.9977052967461533,plausible,
near,leopard,1843,140,deer,-8.157190322875977,-5.780368304252624,2.3768220186233524,0.9979371230882448,plausible,
near,fox,7973,636,dog,-8.146366119384766,-5.780368304252624,2.3659978151321415,0.9964132600760048,plausible,
near,leopard,4677,354,cat,-8.140645980834961,-5.780368304252624,2.360277676582337,0.9979796369476192,plausible,
far,wardrobe,3702,1106,truck,-8.129082679748535,-5.780368304252624,2.348714375495911,0.9958561570800752,surprising,
near,leopard,5698,460,frog,-8.121386528015137,-5.780368304252624,2.3410182237625126,0.9984660812818673,surprising,
near,camel,915,68,dog,-8.114014625549316,-5.780368304252624,2.3336463212966922,0.9779619399169469,surprising,
near,fox,969,76,cat,-8.107421875,-5.780368304252624,2.327053570747376,0.9901610781689871,plausible,
far,sunflower,8378,1481,dog,-8.106025695800781,-5.780368304252624,2.325657391548157,0.9967627510582099,surprising,
near,pickup_truck,2012,150,automobile,-8.089691162109375,-5.780368304252624,2.309322857856751,0.9884293180409864,plausible,
near,motorcycle,3376,244,automobile,-8.075952529907227,-5.780368304252624,2.2955842256546024,0.9977018344305725,plausible,
near,bus,1427,109,automobile,-8.074193954467773,-5.780368304252624,2.2938256502151493,0.9932354208396716,plausible,
near,pickup_truck,1568,120,automobile,-8.059464454650879,-5.780368304252624,2.2790961503982547,0.9953512311959296,plausible,
near,camel,7194,567,deer,-8.05506706237793,-5.780368304252624,2.2746987581253055,0.9944636245384568,plausible,
near,bus,822,64,truck,-8.048681259155273,-5.780368304252624,2.2683129549026493,0.9980012646152042,plausible,
near,pickup_truck,149,8,automobile,-8.040725708007812,-5.780368304252624,2.2603574037551883,0.9945852165708373,plausible,
far,wardrobe,5565,1244,cat,-8.04015827178955,-5.780368304252624,2.2597899675369266,0.9948742232505269,surprising,
near,tractor,9288,746,truck,-8.031723022460938,-5.780368304252624,2.2513547182083133,0.9983426662272611,plausible,
near,fox,8187,657,cat,-8.018811225891113,-5.780368304252624,2.238442921638489,0.9973579020619201,plausible,
far,clock,1982,964,automobile,-8.001213073730469,-5.780368304252624,2.2208447694778446,0.9769836746196733,surprising,
near,leopard,7412,589,frog,-7.992563247680664,-5.780368304252624,2.21219494342804,0.995272090062924,surprising,
near,bus,619,43,automobile,-7.987992763519287,-5.780368304252624,2.207624459266663,0.9920782860146425,plausible,
far,wardrobe,1944,961,truck,-7.984649181365967,-5.780368304252624,2.2042808771133426,0.9776734031487055,surprising,
far,bottle,7012,1385,cat,-7.979929447174072,-5.780368304252624,2.199561142921448,0.9956544044802633,surprising,
near,wolf,6178,499,dog,-7.9718852043151855,-5.780368304252624,2.1915169000625614,0.9976190146334937,plausible,
far,sunflower,67,805,dog,-7.968047142028809,-5.780368304252624,2.1876788377761844,0.9962623803702109,surprising,
near,tractor,4691,355,truck,-7.961488723754883,-5.780368304252624,2.1811204195022587,0.997516579741871,plausible,
far,chair,613,852,ship,-7.957640647888184,-5.780368304252624,2.1772723436355594,0.9958240512283135,surprising,
far,chair,5096,1215,airplane,-7.957509517669678,-5.780368304252624,2.1771412134170536,0.9922484845715048,surprising,
near,fox,6162,496,cat,-7.954395294189453,-5.780368304252624,2.174026989936829,0.9918286661760377,plausible,
near,pickup_truck,803,61,automobile,-7.9531168937683105,-5.780368304252624,2.1727485895156864,0.9950041444810466,plausible,
far,clock,6981,1383,ship,-7.951844215393066,-5.780368304252624,2.1714759111404422,0.99296917013693,surprising,
near,fox,3760,274,cat,-7.937281131744385,-5.780368304252624,2.1569128274917606,0.9981685900422916,plausible,
near,camel,2051,154,horse,-7.9364237785339355,-5.780368304252624,2.1560554742813114,0.9905647000019311,plausible,
far,wardrobe,5082,1213,truck,-7.929865837097168,-5.780368304252624,2.149497532844544,0.6945477817445033,surprising,
far,mushroom,6558,1341,bird,-7.922236442565918,-5.780368304252624,2.141868138313294,0.9949784439667171,surprising,
near,motorcycle,9205,737,automobile,-7.921514987945557,-5.780368304252624,2.1411466836929325,0.9965341054277257,plausible,
far,mushroom,8962,1524,bird,-7.916203498840332,-5.780368304252624,2.135835194587708,0.9837677945452644,surprising,
far,clock,4174,1145,cat,-7.9058756828308105,-5.780368304252624,2.1255073785781864,0.9838098761729124,surprising,
near,camel,9362,751,horse,-7.9053730964660645,-5.780368304252624,2.1250047922134403,0.993957394327344,plausible,
far,keyboard,1963,963,airplane,-7.898959159851074,-5.780368304252624,2.11859085559845,0.9967294253094,surprising,
far,wardrobe,8804,1514,cat,-7.891093730926514,-5.780368304252624,2.1107254266738895,0.9918989910007395,surprising,
near,leopard,7367,581,cat,-7.886884689331055,-5.780368304252624,2.1065163850784305,0.9973394515407666,plausible,
far,wardrobe,4382,1164,cat,-7.884498119354248,-5.780368304252624,2.104129815101624,0.963330951637305,surprising,
near,fox,7503,598,dog,-7.884319305419922,-5.780368304252624,2.1039510011672977,0.986768425986081,plausible,
near,tractor,921,69,truck,-7.883673191070557,-5.780368304252624,2.1033048868179325,0.9977866024020672,plausible,
far,wardrobe,328,828,truck,-7.8777289390563965,-5.780368304252624,2.0973606348037723,0.9957442398604232,surprising,
far,wardrobe,194,822,cat,-7.875351428985596,-5.780368304252624,2.0949831247329715,0.9964362485081044,surprising,
near,fox,8109,647,deer,-7.871966361999512,-5.780368304252624,2.0915980577468876,0.9940809577170377,plausible,
near,camel,5519,447,deer,-7.871450901031494,-5.780368304252624,2.09108259677887,0.9748429941949532,plausible,
near,tractor,2956,218,truck,-7.858799457550049,-5.780368304252624,2.0784311532974247,0.9973043822541059,plausible,
far,sunflower,8475,1487,bird,-7.851747512817383,-5.780368304252624,2.0713792085647587,0.9448822125975028,surprising,
near,wolf,1026,80,dog,-7.84685754776001,-5.780368304252624,2.0664892435073856,0.9960906041806107,plausible,
near,pickup_truck,2396,180,automobile,-7.845395565032959,-5.780368304252624,2.065027260780335,0.988724239265728,plausible,
near,wolf,5291,419,dog,-7.841907978057861,-5.780368304252624,2.061539673805237,0.9876185969743013,plausible,
near,motorcycle,1023,79,truck,-7.841365337371826,-5.780368304252624,2.060997033119202,0.9940786361270121,plausible,
far,clock,5414,1236,cat,-7.834968566894531,-5.780368304252624,2.054600262641907,0.9949451922303442,surprising,
far,wardrobe,7607,1428,truck,-7.834517955780029,-5.780368304252624,2.054149651527405,0.9412477948131593,surprising,
far,clock,3282,1068,cat,-7.826451778411865,-5.780368304252624,2.046083474159241,0.9625728391218245,surprising,
near,motorcycle,5486,443,automobile,-7.820667266845703,-5.780368304252624,2.040298962593079,0.9973187773238329,plausible,
far,bowl,1714,940,ship,-7.8140482902526855,-5.780368304252624,2.0336799860000614,0.9875397007716343,surprising,
far,wardrobe,8531,1491,truck,-7.813261985778809,-5.780368304252624,2.0328936815261844,0.9850108972625479,surprising,
far,clock,6774,1362,bird,-7.811124324798584,-5.780368304252624,2.03075602054596,0.9949595646472079,surprising,
near,wolf,8535,681,cat,-7.804901123046875,-5.780368304252624,2.024532818794251,0.9797766655507921,plausible,
far,mushroom,9997,1599,airplane,-7.801590919494629,-5.780368304252624,2.0212226152420047,0.993640107554874,surprising,
far,sunflower,9681,1578,cat,-7.791298866271973,-5.780368304252624,2.0109305620193485,0.9970558366193688,surprising,
near,camel,811,63,deer,-7.788799285888672,-5.780368304252624,2.0084309816360477,0.99032023606671,plausible,
near,leopard,58,4,cat,-7.770320415496826,-5.780368304252624,1.989952111244202,0.9971424676948606,plausible,
near,bus,6791,541,airplane,-7.768751621246338,-5.780368304252624,1.9883833169937137,0.9777742333663807,surprising,
near,tractor,6930,547,truck,-7.767659664154053,-5.780368304252624,1.9872913599014286,0.9976032651768539,plausible,
far,sunflower,7776,1443,bird,-7.765339374542236,-5.780368304252624,1.9849710702896122,0.987659297818388,surprising,
near,motorcycle,2033,153,airplane,-7.763421058654785,-5.780368304252624,1.983052754402161,0.9965816657118037,surprising,
far,mushroom,1820,951,frog,-7.761054039001465,-5.780368304252624,1.9806857347488407,0.9924073488189991,surprising,
near,wolf,897,65,cat,-7.760379791259766,-5.780368304252624,1.9800114870071415,0.9955511968236695,plausible,
near,motorcycle,5572,451,automobile,-7.75889778137207,-5.780368304252624,1.9785294771194462,0.987079602939851,plausible,
far,bowl,2176,981,ship,-7.751934051513672,-5.780368304252624,1.9715657472610477,0.9969197774711772,surprising,
far,keyboard,5777,1265,airplane,-7.749812602996826,-5.780368304252624,1.969444298744202,0.9981452839049955,surprising,
near,camel,8598,684,deer,-7.745767116546631,-5.780368304252624,1.9653988122940067,0.9932550927993206,plausible,
near,tractor,1081,83,truck,-7.744431018829346,-5.780368304252624,1.9640627145767215,0.9818849532698825,plausible,
near,leopard,6735,537,cat,-7.735406398773193,-5.780368304252624,1.9550380945205692,0.9963458102961282,plausible,
far,mushroom,1454,917,bird,-7.731909275054932,-5.780368304252624,1.9515409708023075,0.9740270866038316,surprising,
near,fox,4706,358,cat,-7.719645023345947,-5.780368304252624,1.939276719093323,0.9923400989899117,plausible,
near,leopard,945,72,frog,-7.715868949890137,-5.780368304252624,1.9355006456375126,0.9790456644233507,surprising,
far,mushroom,3305,1074,frog,-7.713617324829102,-5.780368304252624,1.9332490205764774,0.9972284117240567,surprising,
far,bowl,4471,1171,frog,-7.707395553588867,-5.780368304252624,1.927027249336243,0.9943109555545873,surprising,
near,fox,2828,205,cat,-7.699435234069824,-5.780368304252624,1.9190669298172,0.9887494522447989,plausible,
near,leopard,1324,101,frog,-7.691046237945557,-5.780368304252624,1.9106779336929325,0.9970005518345103,surprising,
far,sunflower,9920,1596,cat,-7.687510013580322,-5.780368304252624,1.907141709327698,0.9809282982817429,surprising,
near,camel,5249,415,dog,-7.684096813201904,-5.780368304252624,1.9037285089492801,0.9844192017926499,surprising,
far,bowl,3730,1110,cat,-7.6744232177734375,-5.780368304252624,1.8940549135208133,0.9934007572501599,surprising,
near,fox,2336,175,deer,-7.674402236938477,-5.780368304252624,1.8940339326858524,0.9954608308268156,plausible,
near,camel,5664,457,dog,-7.671461582183838,-5.780368304252624,1.8910932779312137,0.9699669483035134,surprising,
near,motorcycle,3732,270,truck,-7.666860580444336,-5.780368304252624,1.8864922761917118,0.9962533766093759,plausible,
far,wardrobe,9270,1553,cat,-7.66581392288208,-5.780368304252624,1.885445618629456,0.9683522779780422,surprising,
near,bus,4468,339,truck,-7.664608001708984,-5.780368304252624,1.8842396974563602,0.9822934053948797,plausible,
near,fox,6816,543,dog,-7.652028560638428,-5.780368304252624,1.8716602563858036,0.9352808427093994,plausible,
near,leopard,5449,435,frog,-7.6508684158325195,-5.780368304252624,1.8705001115798954,0.9965186120929375,surprising,
far,clock,9303,1554,automobile,-7.650275707244873,-5.780368304252624,1.869907402992249,0.9813811617831502,surprising,
near,tractor,4610,350,truck,-7.645054340362549,-5.780368304252624,1.8646860361099247,0.9873776617673972,plausible,
far,wardrobe,3853,1118,truck,-7.643407821655273,-5.780368304252624,1.8630395174026493,0.9509257854527056,surprising,
far,mushroom,3742,1112,cat,-7.631546974182129,-5.780368304252624,1.8511786699295047,0.9938323355142761,surprising,
near,tractor,4027,296,truck,-7.6274824142456055,-5.780368304252624,1.8471141099929813,0.9837767494601797,plausible,
near,bus,3701,267,truck,-7.612594127655029,-5.780368304252624,1.8322258234024051,0.9931837263001649,plausible,
far,mushroom,1760,942,bird,-7.60435152053833,-5.780368304252624,1.823983216285706,0.9938965771263355,surprising,
far,bowl,874,876,automobile,-7.602344036102295,-5.780368304252624,1.8219757318496708,0.9956048548042349,surprising,
near,pickup_truck,5756,467,automobile,-7.594300746917725,-5.780368304252624,1.8139324426651005,0.9861323236617269,plausible,
near,tractor,8329,665,truck,-7.577672004699707,-5.780368304252624,1.7973037004470829,0.9942818537758085,plausible,
near,motorcycle,7110,557,airplane,-7.559918403625488,-5.780368304252624,1.7795500993728641,0.9902481096467097,surprising,
near,leopard,6061,488,cat,-7.559543609619141,-5.780368304252624,1.7791753053665165,0.9692616196625455,plausible,
far,bowl,4252,1152,cat,-7.558754920959473,-5.780368304252624,1.7783866167068485,0.9691763560809927,surprising,
far,chair,1434,914,airplane,-7.552302360534668,-5.780368304252624,1.7719340562820438,0.9956874957400242,surprising,
far,chair,3203,1061,airplane,-7.550008296966553,-5.780368304252624,1.7696399927139286,0.9872089442083244,surprising,
near,wolf,3849,279,cat,-7.543277263641357,-5.780368304252624,1.7629089593887333,0.9851888936180015,plausible,
near,wolf,8918,710,cat,-7.543046474456787,-5.780368304252624,1.762678170204163,0.9895494761368713,plausible,
near,bus,9815,782,automobile,-7.541940689086914,-5.780368304252624,1.76157238483429,0.9766342452133022,plausible,
near,bus,4788,364,automobile,-7.530949592590332,-5.780368304252624,1.7505812883377079,0.9563590767380574,plausible,
near,motorcycle,3054,224,airplane,-7.530374526977539,-5.780368304252624,1.750006222724915,0.9916641312390995,surprising,
near,fox,242,15,horse,-7.529289245605469,-5.780368304252624,1.7489209413528446,0.9958267068685633,surprising,
near,motorcycle,5114,397,cat,-7.528770446777344,-5.780368304252624,1.7484021425247196,0.9788330427294334,surprising,
near,tractor,9019,725,truck,-7.52345085144043,-5.780368304252624,1.7430825471878055,0.9973381116070453,plausible,
near,tractor,6866,544,truck,-7.520793914794922,-5.780368304252624,1.7404256105422977,0.995075196124123,plausible,
far,keyboard,2562,1013,truck,-7.520717144012451,-5.780368304252624,1.740348839759827,0.9744851656880359,surprising,
near,fox,6545,525,deer,-7.517643928527832,-5.780368304252624,1.7372756242752079,0.9954491408417261,plausible,
near,camel,3831,277,horse,-7.512299060821533,-5.780368304252624,1.731930756568909,0.9958787041206529,plausible,
near,camel,992,77,horse,-7.507524490356445,-5.780368304252624,1.7271561861038212,0.9936200023304594,plausible,
near,wolf,4285,318,dog,-7.504668712615967,-5.780368304252624,1.7243004083633426,0.9953219300273909,plausible,
near,camel,8648,690,bird,-7.499932289123535,-5.780368304252624,1.719563984870911,0.9897428995648476,surprising,
near,leopard,4992,378,cat,-7.497628688812256,-5.780368304252624,1.7172603845596317,0.9135883833135745,plausible,
near,tractor,2871,211,truck,-7.482168197631836,-5.780368304252624,1.7017998933792118,0.9951133132164752,plausible,
near,wolf,3886,284,dog,-7.482161998748779,-5.780368304252624,1.7017936944961551,0.9903854869927319,plausible,
far,bowl,163,817,automobile,-7.459317207336426,-5.780368304252624,1.6789489030838016,0.9904807671330734,surprising,
near,tractor,321,26,truck,-7.458144187927246,-5.780368304252624,1.677775883674622,0.9955476216329057,plausible,
near,camel,5253,416,dog,-7.449511528015137,-5.780368304252624,1.6691432237625126,0.9937574917460799,surprising,
near,pickup_truck,5932,481,truck,-7.449279308319092,-5.780368304252624,1.6689110040664676,0.979581932608796,plausible,
near,leopard,259,18,cat,-7.43912935256958,-5.780368304252624,1.658761048316956,0.9342649628743793,plausible,
far,wardrobe,4171,1144,cat,-7.4292426109313965,-5.780368304252624,1.6488743066787723,0.95712924193026,surprising,
far,bowl,8004,1461,cat,-7.421867370605469,-5.780368304252624,1.6414990663528446,0.9869956232684007,surprising,
near,camel,8231,659,horse,-7.418889045715332,-5.780368304252624,1.6385207414627079,0.9903332528967485,plausible,
near,leopard,9612,769,frog,-7.414939880371094,-5.780368304252624,1.6345715761184696,0.9870767365943083,surprising,
near,wolf,2986,219,dog,-7.413877010345459,-5.780368304252624,1.6335087060928348,0.9933663202305649,plausible,
far,bottle,5810,1267,ship,-7.413618087768555,-5.780368304252624,1.6332497835159305,0.9938106956200289,surprising,
near,bus,3564,256,truck,-7.412891864776611,-5.780368304252624,1.6325235605239872,0.9917705077603044,plausible,
near,wolf,5781,469,cat,-7.403205394744873,-5.780368304252624,1.622837090492249,0.9702172487744761,plausible,
far,chair,2576,1014,truck,-7.402626037597656,-5.780368304252624,1.622257733345032,0.9886464098826431,surprising,
far,keyboard,5940,1275,cat,-7.401289939880371,-5.780368304252624,1.620921635627747,0.9948134146399135,surprising,
near,leopard,3074,225,cat,-7.400018692016602,-5.780368304252624,1.6196503877639774,0.9912839555220067,plausible,
far,sunflower,3429,1089,cat,-7.392601490020752,-5.780368304252624,1.6122331857681278,0.9952102897522148,surprising,
far,keyboard,6131,1294,truck,-7.3821539878845215,-5.780368304252624,1.6017856836318973,0.9930457687650122,surprising,
near,bus,4998,379,truck,-7.382020473480225,-5.780368304252624,1.6016521692276005,0.9856177427639946,plausible,
far,wardrobe,6809,1368,truck,-7.37933349609375,-5.780368304252624,1.5989651918411258,0.9159213441306275,surprising,
near,camel,5029,387,deer,-7.372547149658203,-5.780368304252624,1.592178845405579,0.976789197072423,plausible,
near,leopard,6767,539,frog,-7.370079040527344,-5.780368304252624,1.5897107362747196,0.9879779079721622,surprising,
far,mushroom,7632,1432,frog,-7.366106986999512,-5.780368304252624,1.5857386827468876,0.9951154245369956,surprising,
far,wardrobe,9186,1547,truck,-7.361976623535156,-5.780368304252624,1.581608319282532,0.6199192528184685,surprising,
near,camel,7445,593,deer,-7.3506999015808105,-5.780368304252624,1.5703315973281864,0.9821544774428947,plausible,
near,motorcycle,6730,536,airplane,-7.33652925491333,-5.780368304252624,1.556160950660706,0.9948325289229493,surprising,
near,wolf,4225,310,frog,-7.325921058654785,-5.780368304252624,1.545552754402161,0.9911647605377492,surprising,
far,clock,1806,947,cat,-7.325396537780762,-5.780368304252624,1.5450282335281376,0.9837244473078885,surprising,
near,pickup_truck,7962,635,truck,-7.320278644561768,-5.780368304252624,1.5399103403091434,0.9960466138150483,plausible,
far,sunflower,6845,1372,bird,-7.319362640380859,-5.780368304252624,1.5389943361282352,0.9427957403485943,surprising,
near,tractor,3484,248,truck,-7.3084306716918945,-5.780368304252624,1.5280623674392704,0.9888298009861286,plausible,
near,bus,8023,641,truck,-7.290750980377197,-5.780368304252624,1.510382676124573,0.9942373187450813,plausible,
far,clock,4321,1155,truck,-7.282680511474609,-5.780368304252624,1.5023122072219852,0.9894675675185054,surprising,
far,chair,880,877,cat,-7.281556129455566,-5.780368304252624,1.5011878252029422,0.9938189561841547,surprising,
near,leopard,9914,790,frog,-7.279349327087402,-5.780368304252624,1.4989810228347782,0.9918011159574607,surprising,
far,wardrobe,7171,1395,truck,-7.2745819091796875,-5.780368304252624,1.4942136049270633,0.7749057050437929,surprising,
far,bottle,3232,1065,ship,-7.270774841308594,-5.780368304252624,1.4904065370559696,0.9901793707784289,surprising,
far,wardrobe,1415,911,truck,-7.255216598510742,-5.780368304252624,1.474848294258118,0.9546591708830764,surprising,
near,camel,7200,568,bird,-7.2549729347229,-5.780368304252624,1.4746046304702762,0.9638265316434214,surprising,
near,fox,8132,649,dog,-7.253817081451416,-5.780368304252624,1.4734487771987919,0.5770674035752236,plausible,
near,leopard,313,24,cat,-7.238049030303955,-5.780368304252624,1.457680726051331,0.8688250275865211,plausible,
far,sunflower,3770,1115,bird,-7.2329254150390625,-5.780368304252624,1.4525571107864383,0.9848289046757464,surprising,
near,leopard,8904,708,frog,-7.231412410736084,-5.780368304252624,1.4510441064834598,0.9312315948830504,surprising,
far,bottle,1562,929,bird,-7.227936744689941,-5.780368304252624,1.4475684404373172,0.9962558961758392,surprising,
near,bus,3478,247,truck,-7.225492000579834,-5.780368304252624,1.4451236963272098,0.9812964213805019,plausible,
near,leopard,8454,673,cat,-7.219054222106934,-5.780368304252624,1.4386859178543094,0.8992377726134282,plausible,
near,tractor,5550,449,truck,-7.216358661651611,-5.780368304252624,1.4359903573989872,0.9819698141486048,plausible,
near,motorcycle,6279,500,automobile,-7.214789390563965,-5.780368304252624,1.4344210863113407,0.9899091659004081,plausible,
near,fox,338,27,cat,-7.214141368865967,-5.780368304252624,1.4337730646133426,0.5500682520925065,plausible,
near,camel,5516,446,bird,-7.211981296539307,-5.780368304252624,1.4316129922866825,0.9683919908135444,surprising,
